"problem","model","data_file","configuration","status","time","run","solveTime","restarts","backjumps","flatBoolVars","flatIntConstraints","flatIntVars","flatBoolConstraints","trailMem","randomSeed","evaluatedHalfReifiedConstraints","intVars","nodes","peakMem","propagators","boolVariables","initTime","eliminatedImplications","peakDepth","nogoods","optTime","evaluatedReifiedConstraints","flatTime","paths","propagations","nSolutions","variables","failures","baseMem","method","objective"
"prize","data/prize/prize_imp.mzn","data/prize/25-5-5-1.dzn","Chuffed","OPTIMAL_SOLUTION","6.764338880777359","prize","6.588","155","5432","395","496","124","70","0.42","1615430083","98","151","68038","0.0","978","7146","0.013","","23","60454","5.464","348","0.050053","0","36598216","155","7299","60454","0.0","maximize","41"
"prize","data/prize/prize_imp.mzn","data/prize/45-5-9-1.dzn","Chuffed","SATISFIED","300.10892935469747","prize","","","","1165","1346","224","130","","","178","","","","","","","","","","","1078","0.074743","0","","315","","","","maximize","-6933"
"prize","data/prize/prize_orig.mzn","data/prize/21-3-7-4.dzn","Chuffed","OPTIMAL_SOLUTION","3.9464255310595036","prize","3.782","100","6593","349","435","125","98","0.42","1615429461","80","147","46471","0.0","759","6003","0.011","20","20","38544","3.547","291","0.049753","0","20544526","100","6152","38544","0.0","maximize","70"
"prize","data/prize/prize_orig.mzn","data/prize/12-3-4-9.dzn","Chuffed","OPTIMAL_SOLUTION","0.21597443148493767","prize","0.062","29","33","142","192","71","53","0.19","1615429155","44","84","730","0.0","273","2028","0.005","11","12","453","0.057","111","0.040567","0","146316","29","2114","453","0.0","maximize","43"
"prize","data/prize/prize_imp.mzn","data/prize/32-4-8-0.dzn","Chuffed","OPTIMAL_SOLUTION","242.3865953311324","prize","242.173","273","114251","619","748","159","91","0.63","1615429933","126","193","999944","0.0","1587","12280","0.02","","30","880741","226.044","558","0.05662","0","781545973","273","12475","880741","0.0","maximize","115"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-8.dzn","Chuffed","OPTIMAL_SOLUTION","230.55913715809584","prize","230.338","292","94214","712","842","191","153","0.63","1615429161","124","224","877617","0.0","1683","14007","0.026","31","31","777825","198.608","621","0.065783","0","775895280","292","14233","777825","0.0","maximize","86"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-8.dzn","Chuffed","OPTIMAL_SOLUTION","66.09778362885118","prize","65.893","223","22223","550","671","149","85","0.63","1615429603","118","181","324563","0.0","1398","9841","0.018","","28","298900","44.534","493","0.055418","0","260787181","223","10024","298900","0.0","maximize","62"
"prize","data/prize/prize_orig.mzn","data/prize/15-3-5-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.3924138657748699","prize","0.25","70","137","202","264","89","68","0.28","1615429455","56","105","2985","0.0","408","3193","0.006","14","15","2139","0.244","162","0.043447","0","801499","70","3300","2139","0.0","maximize","27"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-6.dzn","Chuffed","OPTIMAL_SOLUTION","34.6088602244854","prize","34.421","214","25599","485","598","139","79","0.63","1615430135","110","169","207410","0.0","1221","8754","0.014","","26","178521","32.089","432","0.049714","0","135629791","214","8925","178521","0.0","maximize","54"
"prize","data/prize/prize_orig.mzn","data/prize/20-4-5-4.dzn","Chuffed","OPTIMAL_SOLUTION","1.4348624497652054","prize","1.222","84","925","322","404","119","93","0.42","1615429153","76","140","15435","0.0","693","5294","0.018","19","20","13511","1.16","267","0.04941","0","7661417","84","5436","13511","0.0","maximize","39"
"prize","data/prize/prize_imp.mzn","data/prize/12-3-4-4.dzn","Chuffed","OPTIMAL_SOLUTION","0.21220535412430763","prize","0.069","25","99","109","158","59","31","0.19","1615429930","46","73","867","0.0","237","1702","0.003","","11","581","0.067","88","0.040864","0","138496","25","1777","581","0.0","maximize","9"
"prize","data/prize/prize_imp.mzn","data/prize/45-5-9-2.dzn","Chuffed","SATISFIED","300.1439168341458","prize","","","","1165","1346","224","130","","","178","","","","","","","","","","","1078","0.073565","0","","232","","","","maximize","-7926"
"prize","data/prize/prize_orig.mzn","data/prize/24-4-6-5.dzn","Chuffed","OPTIMAL_SOLUTION","8.300970684736967","prize","8.115","166","6040","436","534","143","113","0.42","1615429522","92","168","70767","0.0","975","7904","0.014","23","23","62245","7.316","369","0.055207","0","42114460","166","8074","62245","0.0","maximize","39"
"prize","data/prize/prize_imp.mzn","data/prize/35-5-7-7.dzn","Chuffed","SATISFIED","300.1742408387363","prize","","","","730","871","174","100","","","138","","","","","","","","","","","663","0.059747","0","","199","","","","maximize","-3899"
"prize","data/prize/prize_imp.mzn","data/prize/20-4-5-6.dzn","Chuffed","OPTIMAL_SOLUTION","1.323713731020689","prize","1.168","104","1321","265","346","99","55","0.42","1615429587","78","121","15704","0.0","633","4840","0.009","","18","13159","1.151","228","0.047152","0","5974298","104","4963","13159","0.0","maximize","47"
"prize","data/prize/prize_orig.mzn","data/prize/16-4-4-5.dzn","Chuffed","OPTIMAL_SOLUTION","0.41104622557759285","prize","0.257","56","260","224","290","95","73","0.28","1615429239","60","112","2795","0.0","459","3545","0.007","15","16","1957","0.231","181","0.047993","0","882838","56","3659","1957","0.0","maximize","36"
"prize","data/prize/prize_orig.mzn","data/prize/21-3-7-7.dzn","Chuffed","OPTIMAL_SOLUTION","2.8364307694137096","prize","2.667","94","1208","349","435","125","98","0.42","1615429490","80","147","29136","0.0","759","6090","0.011","20","21","26603","2.483","291","0.051636","0","14544806","94","6239","26603","0.0","maximize","69"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.16884131729602814","prize","0.03","19","6","91","129","53","38","0.19","1615429155","32","63","336","0.0","165","1216","0.003","8","9","200","0.03","69","0.039627","0","41477","19","1281","200","0.0","maximize","38"
"prize","data/prize/prize_imp.mzn","data/prize/9-3-3-6.dzn","Chuffed","OPTIMAL_SOLUTION","0.17481955140829086","prize","0.03","13","26","67","104","44","22","0.19","1615429717","34","55","256","0.0","138","967","0.002","","8","156","0.029","52","0.041479","0","28831","13","1024","156","0.0","maximize","17"
"prize","data/prize/prize_imp.mzn","data/prize/35-5-7-8.dzn","Chuffed","SATISFIED","300.1161743365228","prize","","","","730","871","174","100","","","138","","","","","","","","","","","663","0.061471","0","","300","","","","maximize","-872"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-1.dzn","Chuffed","OPTIMAL_SOLUTION","48.625968895852566","prize","48.432","188","27630","485","598","139","79","0.63","1615430024","110","169","245318","0.0","1221","8557","0.016","","26","215053","44.378","432","0.053243","0","169189434","188","8728","215053","0.0","maximize","65"
"prize","data/prize/prize_orig.mzn","data/prize/12-3-4-8.dzn","Chuffed","OPTIMAL_SOLUTION","0.21558842435479164","prize","0.06","31","30","142","192","71","53","0.19","1615429155","44","84","705","0.0","273","2069","0.004","11","12","419","0.059","111","0.042511","0","130072","31","2155","419","0.0","maximize","41"
"prize","data/prize/prize_orig.mzn","data/prize/30-5-6-6.dzn","Chuffed","OPTIMAL_SOLUTION","45.84392121061683","prize","45.628","179","24472","637","759","179","143","0.63","1615429458","116","210","256465","0.0","1488","11859","0.022","29","29","228830","38.24","552","0.062746","0","213212043","179","12071","228830","0.0","maximize","112"
"prize","data/prize/prize_imp.mzn","data/prize/25-5-5-3.dzn","Chuffed","OPTIMAL_SOLUTION","5.735532101243734","prize","5.56","134","4673","395","496","124","70","0.42","1615430101","98","151","53495","0.0","978","6869","0.013","","23","46936","4.663","348","0.050857","0","33840318","134","7022","46936","0.0","maximize","76"
"prize","data/prize/prize_orig.mzn","data/prize/16-4-4-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.3646039739251137","prize","0.224","55","172","224","290","95","73","0.28","1615429456","60","112","2512","0.0","459","3575","0.007","15","16","1766","0.217","181","0.045161","0","803186","55","3689","1766","0.0","maximize","57"
"prize","data/prize/prize_imp.mzn","data/prize/32-4-8-2.dzn","Chuffed","OPTIMAL_SOLUTION","246.295270383358","prize","246.087","268","88042","619","748","159","91","0.63","1615429931","126","193","1041962","0.0","1587","12226","0.019","","30","948990","207.721","558","0.055521","0","816412560","268","12421","948990","0.0","maximize","92"
"prize","data/prize/prize_imp.mzn","data/prize/25-5-5-8.dzn","Chuffed","OPTIMAL_SOLUTION","4.8384090811014175","prize","4.666","172","2702","395","496","124","70","0.42","1615429619","98","151","45556","0.0","978","6965","0.012","","24","40602","4.011999","348","0.047725","0","25877987","172","7118","40602","0.0","maximize","48"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-5.dzn","Chuffed","SATISFIED","300.1559933051467","prize","","","","712","842","191","153","","","124","","","","","","","31","","","","621","0.063535","0","","169","","","","maximize","-3912"
"prize","data/prize/prize_orig.mzn","data/prize/18-3-6-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.9535993337631226","prize","0.793","92","947","271","345","107","83","0.28","1615429514","68","126","9907","0.0","570","4507","0.009","17","17","7916","0.759","222","0.04998","0","3630031","92","4635","7916","0.0","maximize","35"
"prize","data/prize/prize_orig.mzn","data/prize/20-4-5-0.dzn","Chuffed","OPTIMAL_SOLUTION","1.225966352969408","prize","0.982","92","852","322","404","119","93","0.42","1615429153","76","140","13621","0.0","693","5376","0.02","19","19","11610","0.898","267","0.051171","0","5984363","92","5518","11610","0.0","maximize","54"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-4.dzn","Chuffed","OPTIMAL_SOLUTION","53.98378495499492","prize","53.786","221","25184","550","671","149","85","0.63","1615430054","118","181","268089","0.0","1398","10525","0.017","","29","239118","40.941","493","0.051954","0","204524221","221","10708","239118","0.0","maximize","108"
"prize","data/prize/prize_orig.mzn","data/prize/28-4-7-5.dzn","Chuffed","OPTIMAL_SOLUTION","38.55529072508216","prize","38.366","248","10964","566","680","167","133","0.63","1615429529","108","196","177597","0.0","1305","10614","0.018","27","27","162675","35.397","487","0.055436","0","149644326","248","10812","162675","0.0","maximize","52"
"prize","data/prize/prize_orig.mzn","data/prize/20-4-5-5.dzn","Chuffed","OPTIMAL_SOLUTION","1.1275684908032417","prize","0.913","87","651","322","404","119","93","0.42","1615429153","76","140","12101","0.0","693","5524","0.019","19","19","10348","0.859","267","0.052646","0","5483855","87","5666","10348","0.0","maximize","37"
"prize","data/prize/prize_imp.mzn","data/prize/35-5-7-1.dzn","Chuffed","SATISFIED","300.17142663151026","prize","","","","730","871","174","100","","","138","","","","","","","","","","","663","0.056293","0","","307","","","","maximize","-893"
"prize","data/prize/prize_imp.mzn","data/prize/9-3-3-9.dzn","Chuffed","OPTIMAL_SOLUTION","0.1710687093436718","prize","0.031","12","21","67","104","44","22","0.19","1615429812","34","55","275","0.0","138","964","0.002","","8","184","0.03","52","0.041531","0","30835","12","1021","184","0.0","maximize","32"
"prize","data/prize/prize_orig.mzn","data/prize/15-3-5-7.dzn","Chuffed","OPTIMAL_SOLUTION","0.33506010845303535","prize","0.172","46","129","202","264","89","68","0.28","1615429217","56","105","2125","0.0","408","3168","0.007","14","14","1510","0.159","162","0.047685","0","539511","46","3275","1510","0.0","maximize","21"
"prize","data/prize/prize_imp.mzn","data/prize/45-5-9-9.dzn","Chuffed","SATISFIED","300.1087411530316","prize","","","","1165","1346","224","130","","","178","","","","","","","","","","","1078","0.074302","0","","334","","","","maximize","-7907"
"prize","data/prize/prize_imp.mzn","data/prize/21-3-7-2.dzn","Chuffed","OPTIMAL_SOLUTION","4.152697093784809","prize","3.991","108","6806","289","374","104","58","0.42","1615430090","82","127","52993","0.0","696","5011","0.009","","19","44893","3.904","250","0.047571","0","19183725","108","5140","44893","0.0","maximize","39"
"prize","data/prize/prize_imp.mzn","data/prize/24-4-6-3.dzn","Chuffed","OPTIMAL_SOLUTION","4.15736561268568","prize","3.987","149","3164","367","464","119","67","0.42","1615430010","94","145","44607","0.0","903","6606","0.012","","22","39427","3.375","322","0.049646","0","23566494","149","6753","39427","0.0","maximize","80"
"prize","data/prize/prize_orig.mzn","data/prize/40-5-8-7.dzn","Chuffed","SATISFIED","300.1002109758556","prize","","","","1052","1214","239","193","","","156","","","","","","","39","","","","937","0.068929","0","","272","","","","maximize","-4913"
"prize","data/prize/prize_orig.mzn","data/prize/25-5-5-7.dzn","Chuffed","OPTIMAL_SOLUTION","5.866628214716911","prize","5.69","144","4763","467","569","149","118","0.42","1615429461","96","175","56134","0.0","1053","8524","0.014","24","25","49207","4.464","397","0.052821","0","35222971","144","8701","49207","0.0","maximize","44"
"prize","data/prize/prize_imp.mzn","data/prize/12-3-4-7.dzn","Chuffed","OPTIMAL_SOLUTION","0.2232297919690609","prize","0.061","26","74","109","158","59","31","0.19","1615429934","46","73","709","0.0","237","1672","0.004","","11","437","0.059","88","0.042621","0","122065","26","1747","437","0.0","maximize","37"
"prize","data/prize/prize_imp.mzn","data/prize/20-4-5-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.8406096175312996","prize","0.692","95","1139","265","346","99","55","0.42","1615429602","78","121","8541","0.0","633","4535","0.008","","19","6367","0.63","228","0.043677","0","3158314","95","4658","6367","0.0","maximize","42"
"prize","data/prize/prize_orig.mzn","data/prize/40-5-8-1.dzn","Chuffed","SATISFIED","300.1103752069175","prize","","","","1052","1214","239","193","","","156","","","","","","","39","","","","937","0.081871","0","","289","","","","maximize","-4913"
"prize","data/prize/prize_orig.mzn","data/prize/15-3-5-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.4167505204677582","prize","0.267","60","168","202","264","89","68","0.28","1615429455","56","105","3273","0.0","408","3111","0.006","14","14","2510","0.247","162","0.045124","0","968894","60","3218","2510","0.0","maximize","24"
"prize","data/prize/prize_orig.mzn","data/prize/28-4-7-8.dzn","Chuffed","OPTIMAL_SOLUTION","49.2920160703361","prize","49.012","186","20845","566","680","167","133","0.63","1615429153","108","196","241244","0.0","1305","10838","0.028","27","28","217235","46.917","487","0.059176","0","199301961","186","11036","217235","0.0","maximize","93"
"prize","data/prize/prize_imp.mzn","data/prize/24-4-6-0.dzn","Chuffed","OPTIMAL_SOLUTION","3.707528945058584","prize","3.535","125","3441","367","464","119","67","0.42","1615430060","94","145","41568","0.0","903","6398","0.012","","22","36527","3.325","322","0.05051","0","22302367","125","6545","36527","0.0","maximize","64"
"prize","data/prize/prize_imp.mzn","data/prize/12-3-4-5.dzn","Chuffed","OPTIMAL_SOLUTION","0.24135149270296097","prize","0.068","33","72","109","158","59","31","0.19","1615429931","46","73","969","0.0","237","1682","0.003","","11","654","0.068","88","0.042973","0","155083","33","1757","654","0.0","maximize","14"
"prize","data/prize/prize_orig.mzn","data/prize/45-5-9-7.dzn","Chuffed","SATISFIED","300.09348456934094","prize","","","","1297","1479","269","218","","","176","","","","","","","44","","","","1167","0.092001","0","","294","","","","maximize","-7894"
"prize","data/prize/prize_imp.mzn","data/prize/35-5-7-6.dzn","Chuffed","SATISFIED","300.1787375472486","prize","","","","730","871","174","100","","","138","","","","","","","","","","","663","0.062181","0","","264","","","","maximize","-897"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.1637258268892765","prize","0.034","19","9","91","129","53","38","0.19","1615429155","32","63","332","0.0","165","1203","0.003","8","9","189","0.033","69","0.037471","0","41930","19","1268","189","0.0","maximize","19"
"prize","data/prize/prize_orig.mzn","data/prize/25-5-5-4.dzn","Chuffed","OPTIMAL_SOLUTION","10.563247960060835","prize","10.373","181","4757","467","569","149","118","0.42","1615429479","96","175","79899","0.0","1053","8555","0.015","24","25","72405","10.217","397","0.056014","0","55895004","181","8732","72405","0.0","maximize","32"
"prize","data/prize/prize_orig.mzn","data/prize/15-3-5-5.dzn","Chuffed","OPTIMAL_SOLUTION","0.4480980224907398","prize","0.296","57","314","202","264","89","68","0.28","1615429238","56","105","3730","0.0","408","3137","0.007","14","15","2833","0.288","162","0.047899","0","1035935","57","3244","2833","0.0","maximize","29"
"prize","data/prize/prize_imp.mzn","data/prize/24-4-6-8.dzn","Chuffed","OPTIMAL_SOLUTION","4.033551633358002","prize","3.863","123","4048","367","464","119","67","0.42","1615429584","94","145","42828","0.0","903","6630","0.012","","22","37128","3.413","322","0.050235","0","23501376","123","6777","37128","0.0","maximize","63"
"prize","data/prize/prize_imp.mzn","data/prize/9-3-3-2.dzn","Chuffed","OPTIMAL_SOLUTION","0.18024256452918053","prize","0.041","18","30","67","104","44","22","0.19","1615429716","34","55","312","0.0","138","990","0.002","","8","176","0.041","52","0.038171","0","31987","18","1047","176","0.0","maximize","25"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-3.dzn","Chuffed","OPTIMAL_SOLUTION","31.004797279834747","prize","30.793","182","15718","485","598","139","79","0.63","1615430021","110","169","180778","0.0","1221","8896","0.015","","26","162200","28.328","432","0.053228","0","122015197","182","9067","162200","0.0","maximize","77"
"prize","data/prize/prize_imp.mzn","data/prize/12-3-4-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.22231509909033775","prize","0.061","27","113","109","158","59","31","0.19","1615429848","46","73","859","0.0","237","1698","0.004","","11","543","0.058","88","0.041817","0","129449","27","1773","543","0.0","maximize","29"
"prize","data/prize/prize_orig.mzn","data/prize/18-3-6-5.dzn","Chuffed","OPTIMAL_SOLUTION","1.1168859079480171","prize","0.957","70","1026","271","345","107","83","0.28","1615429459","68","126","13325","0.0","570","4429","0.009","17","17","11430","0.878","222","0.050403","0","5274920","70","4557","11430","0.0","maximize","48"
"prize","data/prize/prize_orig.mzn","data/prize/40-5-8-6.dzn","Chuffed","SATISFIED","300.0864017382264","prize","","","","1052","1214","239","193","","","156","","","","","","","39","","","","937","0.069255","0","","215","","","","maximize","-4928"
"prize","data/prize/prize_imp.mzn","data/prize/21-3-7-0.dzn","Chuffed","OPTIMAL_SOLUTION","5.453126914799213","prize","5.289","116","8622","289","374","104","58","0.42","1615430095","82","127","62829","0.0","696","5035","0.009","","19","52709","5.207","250","0.047782","0","21774355","116","5164","52709","0.0","maximize","63"
"prize","data/prize/prize_orig.mzn","data/prize/40-5-8-9.dzn","Chuffed","SATISFIED","300.1335350982845","prize","","","","1052","1214","239","193","","","156","","","","","","","39","","","","937","0.068982","0","","354","","","","maximize","-3912"
"prize","data/prize/prize_imp.mzn","data/prize/16-4-4-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.4544588103890419","prize","0.298","65","445","179","244","79","43","0.28","1615429931","62","97","4074","0.0","411","2934","0.006","","15","2984","0.283","150","0.046658","0","1050676","65","3033","2984","0.0","maximize","43"
"prize","data/prize/prize_orig.mzn","data/prize/18-3-6-8.dzn","Chuffed","OPTIMAL_SOLUTION","0.856883779168129","prize","0.619","59","1340","271","345","107","83","0.28","1615429153","68","126","9983","0.0","570","4407","0.019","17","17","7961","0.598","222","0.048421","0","3707984","59","4535","7961","0.0","maximize","32"
"prize","data/prize/prize_orig.mzn","data/prize/30-5-6-0.dzn","Chuffed","OPTIMAL_SOLUTION","111.66581676900387","prize","111.452","200","35271","637","759","179","143","0.63","1615429516","116","210","477131","0.0","1488","11943","0.021","29","29","438259","101.262","552","0.061354","0","421785504","200","12155","438259","0.0","maximize","87"
"prize","data/prize/prize_orig.mzn","data/prize/15-3-5-6.dzn","Chuffed","OPTIMAL_SOLUTION","0.3695308491587639","prize","0.219","52","249","202","264","89","68","0.28","1615429212","56","105","2602","0.0","408","3147","0.007","14","14","1797","0.201","162","0.047395","0","697258","52","3254","1797","0.0","maximize","38"
"prize","data/prize/prize_imp.mzn","data/prize/21-3-7-9.dzn","Chuffed","OPTIMAL_SOLUTION","2.6402509696781635","prize","2.478","126","1744","289","374","104","58","0.42","1615429620","82","127","29449","0.0","696","5210","0.009","","19","26237","2.247","250","0.047291","0","12838858","126","5339","26237","0.0","maximize","48"
"prize","data/prize/prize_imp.mzn","data/prize/18-3-6-7.dzn","Chuffed","OPTIMAL_SOLUTION","0.7172333039343357","prize","0.565","73","796","220","293","89","49","0.28","1615430053","70","109","7851","0.0","516","3718","0.007","","17","6310","0.543","187","0.046006","0","2511602","73","3829","6310","0.0","maximize","64"
"prize","data/prize/prize_orig.mzn","data/prize/28-4-7-7.dzn","Chuffed","OPTIMAL_SOLUTION","86.66020205244422","prize","86.463","163","47399","566","680","167","133","0.63","1615429530","108","196","435793","0.0","1305","10386","0.017","27","28","385536","77.631","487","0.054775","0","322526517","163","10584","385536","0.0","maximize","64"
"prize","data/prize/prize_imp.mzn","data/prize/35-5-7-0.dzn","Chuffed","SATISFIED","300.09951638802886","prize","","","","730","871","174","100","","","138","","","","","","","","","","","663","0.061013","0","","219","","","","maximize","-3892"
"prize","data/prize/prize_imp.mzn","data/prize/9-3-3-4.dzn","Chuffed","OPTIMAL_SOLUTION","0.19399332255125046","prize","0.032","24","31","67","104","44","22","0.19","1615429811","34","55","344","0.0","138","975","0.002","","9","183","0.032","52","0.041287","0","33493","24","1032","183","0.0","maximize","0"
"prize","data/prize/prize_imp.mzn","data/prize/45-5-9-8.dzn","Chuffed","SATISFIED","300.1011911481619","prize","","","","1165","1346","224","130","","","178","","","","","","","","","","","1078","0.069192","0","","294","","","","maximize","-7930"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-4.dzn","Chuffed","SATISFIED","300.1122328750789","prize","","","","712","842","191","153","","","124","","","","","","","31","","","","621","0.064054","0","","227","","","","maximize","66"
"prize","data/prize/prize_imp.mzn","data/prize/40-5-8-0.dzn","Chuffed","SATISFIED","300.10076701268554","prize","","","","935","1096","199","115","","","158","","","","","","","","","","","858","0.069561","0","","262","","","","maximize","-4905"
"prize","data/prize/prize_imp.mzn","data/prize/45-5-9-7.dzn","Chuffed","SATISFIED","300.1190812215209","prize","","","","1165","1346","224","130","","","178","","","","","","","","","","","1078","0.074076","0","","294","","","","maximize","-7894"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-6.dzn","Chuffed","OPTIMAL_SOLUTION","0.1643524505198002","prize","0.026","13","5","91","129","53","38","0.19","1615429156","32","63","242","0.0","165","1187","0.003","8","9","147","0.025","69","0.039728","0","32734","13","1252","147","0.0","maximize","17"
"prize","data/prize/prize_orig.mzn","data/prize/28-4-7-1.dzn","Chuffed","OPTIMAL_SOLUTION","59.86299104616046","prize","59.652","188","26691","566","680","167","133","0.63","1615429461","108","196","266230","0.0","1305","10321","0.019","27","27","236695","53.263","487","0.059574","0","211188553","188","10519","236695","0.0","maximize","65"
"prize","data/prize/prize_orig.mzn","data/prize/12-3-4-5.dzn","Chuffed","OPTIMAL_SOLUTION","0.24927668273448944","prize","0.087","33","36","142","192","71","53","0.19","1615429454","44","84","1026","0.0","273","2044","0.005","11","12","714","0.087","111","0.046061","0","195049","33","2130","714","0.0","maximize","14"
"prize","data/prize/prize_orig.mzn","data/prize/21-3-7-1.dzn","Chuffed","OPTIMAL_SOLUTION","4.221534766256809","prize","4.048","99","3832","349","435","125","98","0.42","1615429567","80","147","45725","0.0","759","6170","0.011","20","20","40605","3.851","291","0.052533","0","21101319","99","6319","40605","0.0","maximize","42"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-6.dzn","Chuffed","OPTIMAL_SOLUTION","40.834058590233326","prize","40.632","179","27882","550","671","149","85","0.63","1615429988","118","181","253797","0.0","1398","9851","0.018","","28","222948","33.678","493","0.055384","0","183592094","179","10034","222948","0.0","maximize","112"
"prize","data/prize/prize_imp.mzn","data/prize/25-5-5-9.dzn","Chuffed","OPTIMAL_SOLUTION","6.316462330520153","prize","6.141","175","6254","395","496","124","70","0.42","1615429595","98","151","62759","0.0","978","7004","0.013","","23","54077","4.941","348","0.051329","0","36995019","175","7157","54077","0.0","maximize","65"
"prize","data/prize/prize_orig.mzn","data/prize/35-5-7-6.dzn","Chuffed","SATISFIED","300.17361918464303","prize","","","","832","974","209","168","","","136","","","","","","","34","","","","732","0.069678","0","","264","","","","maximize","-897"
"prize","data/prize/prize_imp.mzn","data/prize/18-3-6-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.7894095778465271","prize","0.642","92","934","220","293","89","49","0.28","1615430074","70","109","9448","0.0","516","3729","0.007","","17","7574","0.618","187","0.042541","0","2924735","92","3840","7574","0.0","maximize","35"
"prize","data/prize/prize_imp.mzn","data/prize/16-4-4-3.dzn","Chuffed","OPTIMAL_SOLUTION","0.3722929358482361","prize","0.21","55","249","179","244","79","43","0.28","1615429935","62","97","2442","0.0","411","2959","0.006","","15","1677","0.204","150","0.044677","0","654694","55","3058","1677","0.0","maximize","57"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-2.dzn","Chuffed","SATISFIED","300.1170620396733","prize","","","","712","842","191","153","","","124","","","","","","","31","","","","621","0.063727","0","","268","","","","maximize","92"
"prize","data/prize/prize_orig.mzn","data/prize/24-4-6-8.dzn","Chuffed","OPTIMAL_SOLUTION","4.580917123705149","prize","4.324","123","3908","436","534","143","113","0.42","1615429153","92","168","44372","0.0","975","7952","0.026","23","23","38677","3.743","369","0.056532","0","28413896","123","8122","38677","0.0","maximize","63"
"prize","data/prize/prize_orig.mzn","data/prize/21-3-7-2.dzn","Chuffed","OPTIMAL_SOLUTION","4.9784004762768745","prize","4.806","108","7036","349","435","125","98","0.42","1615429529","80","147","55201","0.0","759","6030","0.011","20","20","46754","4.642","291","0.051376","0","24317460","108","6179","46754","0.0","maximize","39"
"prize","data/prize/prize_imp.mzn","data/prize/30-5-6-5.dzn","Chuffed","OPTIMAL_SOLUTION","59.82184814661741","prize","59.634","204","22479","550","671","149","85","0.63","1615430055","118","181","334360","0.0","1398","10129","0.017","","29","308583","51.854","493","0.051415","0","270018987","204","10312","308583","0.0","maximize","104"
"prize","data/prize/prize_orig.mzn","data/prize/32-4-8-6.dzn","Chuffed","SATISFIED","300.0880046784878","prize","","","","712","842","191","153","","","124","","","","","","","31","","","","621","0.064225","0","","276","","","","maximize","-887"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-8.dzn","Chuffed","OPTIMAL_SOLUTION","43.45801346004009","prize","43.26","186","23012","485","598","139","79","0.63","1615429575","110","169","229025","0.0","1221","9053","0.016","","27","203082","41.377","432","0.054335","0","159615881","186","9224","203082","0.0","maximize","93"
"prize","data/prize/prize_imp.mzn","data/prize/40-5-8-1.dzn","Chuffed","SATISFIED","300.0846249833703","prize","","","","935","1096","199","115","","","158","","","","","","","","","","","858","0.067829","0","","290","","","","maximize","-4912"
"prize","data/prize/prize_imp.mzn","data/prize/12-3-4-9.dzn","Chuffed","OPTIMAL_SOLUTION","0.22603675350546837","prize","0.066","29","56","109","158","59","31","0.19","1615429715","46","73","673","0.0","237","1662","0.004","","11","411","0.062","88","0.042753","0","121656","29","1737","411","0.0","maximize","43"
"prize","data/prize/prize_orig.mzn","data/prize/45-5-9-1.dzn","Chuffed","SATISFIED","300.0835707820952","prize","","","","1297","1479","269","218","","","176","","","","","","","44","","","","1167","0.085154","0","","310","","","","maximize","-6955"
"prize","data/prize/prize_orig.mzn","data/prize/35-5-7-1.dzn","Chuffed","SATISFIED","300.1728188097477","prize","","","","832","974","209","168","","","136","","","","","","","34","","","","732","0.063431","0","","307","","","","maximize","-893"
"prize","data/prize/prize_imp.mzn","data/prize/21-3-7-4.dzn","Chuffed","OPTIMAL_SOLUTION","3.394567646086216","prize","3.235","100","6971","289","374","104","58","0.42","1615430020","82","127","45469","0.0","696","4974","0.009","","19","37271","3.077","250","0.047663","0","16562821","100","5103","37271","0.0","maximize","70"
"prize","data/prize/prize_imp.mzn","data/prize/28-4-7-7.dzn","Chuffed","OPTIMAL_SOLUTION","73.43435460329056","prize","73.239","163","54385","485","598","139","79","0.63","1615430093","110","169","429979","0.0","1221","8608","0.015","","27","372922","64.239","432","0.053538","0","263918207","163","8779","372922","0.0","maximize","64"
