"problem","model","data_file","configuration","status","time","run","solveTime","restarts","backjumps","flatBoolVars","flatIntConstraints","flatIntVars","flatBoolConstraints","trailMem","randomSeed","evaluatedHalfReifiedConstraints","intVars","nodes","peakMem","propagators","boolVariables","initTime","eliminatedImplications","peakDepth","nogoods","optTime","evaluatedReifiedConstraints","flatTime","paths","propagations","nSolutions","variables","failures","baseMem","method","objective"
"prize","data/prize/prize_orig.mzn","data/prize/18-3-6-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.8061116822063923","prize","0.644","73","846","271","345","107","83","0.28","1615429542","68","126","9616","0.0","570","4456","0.009","17","17","7876","0.579","222","0.050873","0","3322938","73","4584","7876","0.0","maximize","38"
"prize","data/prize/prize_imp.mzn","data/prize/32-4-8-6.dzn","Chuffed","SATISFIED","300.07663276046515","prize","","","","619","748","159","91","","","126","","","","","","","","","","","558","0.057887","0","","278","","","","maximize","64"
"prize","data/prize/prize_orig.mzn","data/prize/18-3-6-9.dzn","Chuffed","OPTIMAL_SOLUTION","0.965099323540926","prize","0.73","80","741","271","345","107","83","0.28","1615429153","68","126","10975","0.0","570","4477","0.02","17","17","9344","0.696","222","0.048028","0","4023901","80","4605","9344","0.0","maximize","23"
"prize","data/prize/prize_orig.mzn","data/prize/24-4-6-1.dzn","Chuffed","OPTIMAL_SOLUTION","5.495148204267025","prize","5.324","105","6665","436","534","143","113","0.42","1615429466","92","168","50480","0.0","975","7686","0.014","23","24","42226","4.152","369","0.050979","0","31490199","105","7856","42226","0.0","maximize","89"
"prize","data/prize/prize_imp.mzn","data/prize/45-5-9-0.dzn","Chuffed","SATISFIED","300.10671762004495","prize","","","","1165","1346","224","130","","","178","","","","","","","","","","","1078","0.074553","0","","288","","","","maximize","-7907"
"prize","data/prize/prize_imp.mzn","data/prize/16-4-4-6.dzn","Chuffed","OPTIMAL_SOLUTION","0.35546131432056427","prize","0.17","58","141","179","244","79","43","0.28","1615429823","62","97","1997","0.0","411","2883","0.006","","15","1319","0.154","150","0.044822","0","539627","58","2982","1319","0.0","maximize","40"
"prize","data/prize/prize_imp.mzn","data/prize/24-4-6-6.dzn","Chuffed","OPTIMAL_SOLUTION","12.07704620808363","prize","11.899","157","7904","367","464","119","67","0.42","1615430121","94","145","102721","0.0","903","6583","0.012","","22","92670","11.137","322","0.049125","0","50858222","157","6730","92670","0.0","maximize","25"
"prize","data/prize/prize_orig.mzn","data/prize/24-4-6-2.dzn","Chuffed","OPTIMAL_SOLUTION","6.495857611298561","prize","6.322","109","4115","436","534","143","113","0.42","1615429457","92","168","54244","0.0","975","7760","0.013","23","24","48562","5.63","369","0.051838","0","34801056","109","7930","48562","0.0","maximize","53"
"prize","data/prize/prize_orig.mzn","data/prize/24-4-6-7.dzn","Chuffed","OPTIMAL_SOLUTION","4.119631957262754","prize","3.942","141","2356","436","534","143","113","0.42","1615429536","92","168","37712","0.0","975","7783","0.014","23","23","33368","3.722","369","0.055671","0","24288479","141","7953","33368","0.0","maximize","56"
"prize","data/prize/prize_imp.mzn","data/prize/35-5-7-3.dzn","Chuffed","SATISFIED","300.10643856599927","prize","","","","730","871","174","100","","","138","","","","","","","","","","","663","0.061793","0","","215","","","","maximize","-1935"
"prize","data/prize/prize_orig.mzn","data/prize/9-3-3-7.dzn","Chuffed","OPTIMAL_SOLUTION","0.18451682105660439","prize","0.044","21","7","91","129","53","38","0.19","1615429158","32","63","316","0.0","165","1213","0.004","8","9","165","0.044","69","0.041871","0","40220","21","1278","165","0.0","maximize","24"
"prize","data/prize/prize_imp.mzn","data/prize/12-3-4-0.dzn","Chuffed","OPTIMAL_SOLUTION","0.24176426976919174","prize","0.065","36","89","109","158","59","31","0.19","1615429872","46","73","863","0.0","237","1699","0.004","","11","514","0.062","88","0.042217","0","141049","36","1774","514","0.0","maximize","16"
