"configuration","problem","model","data_file","status","time","run","objective"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.26","mznc","1019019"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.26","mznc","1018825"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.26","mznc","1018631"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.26","mznc","1018540"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.26","mznc","1018346"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1018238"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1018044"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1017850"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1017140"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1016838"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1016644"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1016536"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1016342"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1016148"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1016040"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1015846"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","142.28","mznc","1015652"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","172.02","mznc","1013978"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","172.02","mznc","1012175"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","172.03","mznc","1010999"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","172.03","mznc","1009196"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.97","mznc","1008075"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.97","mznc","1007773"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.98","mznc","1007579"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.98","mznc","1006272"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1005970"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1005776"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1005668"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1005474"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1005280"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1004469"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1004167"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1003973"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1003865"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1003671"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1003477"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1003369"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1003175"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1002981"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1002108"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1001806"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1001612"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1001504"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1001310"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1001116"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1000305"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","1000003"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","999809"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","999701"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","999507"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","999313"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","999205"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","999011"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","184.99","mznc","998817"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.0","mznc","998772"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.0","mznc","998578"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.0","mznc","998384"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.0","mznc","997573"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","997271"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","997077"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","996969"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","996775"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","996581"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","996473"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","996279"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","996085"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","995375"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","995073"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","994879"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","994771"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","994577"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","994383"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","994275"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","994081"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","993887"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","993510"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.01","mznc","991707"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","991405"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","991211"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","989904"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","989602"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","989408"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","989300"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","989106"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","988912"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","986382"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","984579"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","984277"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","984083"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","982776"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","982474"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","982280"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","982172"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","981978"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","981784"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","980415"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","980113"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","979919"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.02","mznc","978612"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.03","mznc","978310"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.03","mznc","978116"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.03","mznc","978008"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.03","mznc","977814"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.03","mznc","977620"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.03","mznc","977381"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.03","mznc","977187"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.03","mznc","975880"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","975578"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","975384"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","975276"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","975082"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","974888"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","973682"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","973380"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","973186"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","973078"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","972884"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","972690"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","971879"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","971577"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","971383"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","971275"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","971081"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","970887"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","970779"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","970585"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","970391"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","970097"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","969795"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","969601"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","969493"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","969299"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","969105"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","968997"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","968803"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","968609"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","968511"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.04","mznc","968317"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","968123"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","968015"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","967821"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","967627"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","966754"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","966452"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","966258"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","966150"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","965956"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","965762"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","964951"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","964649"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","964455"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","964347"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","964153"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","963959"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","963851"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","963657"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","963463"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","963418"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","963224"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","963030"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","962219"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","961917"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","961723"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","961615"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","961421"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","961227"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","961119"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","960925"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","960731"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","960021"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","959719"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","959525"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","959417"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","959223"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","959029"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","958921"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","958727"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","958533"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","958239"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","957937"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","957743"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","957635"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","957441"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","957247"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","957139"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","956945"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","956751"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","956653"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","956459"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","956265"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","956157"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","955963"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","955769"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","954896"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","954594"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","954400"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.05","mznc","954292"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.06","mznc","954098"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.06","mznc","953904"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.06","mznc","953093"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","952791"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","952597"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","952489"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","952295"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","952101"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","951993"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","951799"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","951605"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","951560"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","951366"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","951172"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","950361"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","950059"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","949865"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","949757"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","949563"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","949369"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","949261"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","949067"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","948873"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","948163"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","947861"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","947667"
"Gecode HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","","185.08","mznc","947559"
