"problem","model","data_file","configuration","status","time","run","peakMem","baseMem","nodes","failures","flatTime","randomSeed","solveTime","objective","backjumps","method","variables","boolVariables","propagators","flatBoolConstraints","trailMem","optTime","flatIntVars","peakDepth","nogoods","paths","propagations","flatBoolVars","evaluatedReifiedConstraints","nSolutions","restarts","initTime","flatIntConstraints","intVars","evaluatedHalfReifiedConstraints"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-20-187-10.dzn","Chuffed","OPTIMAL_SOLUTION","24.068026166409254","qcp_max","0.0","0.0","40243","35642","0.338271","1615430177","23.379","40","4571","maximize","16274","16016","22802","40","0.19","23.311","237","38","35642","0","35692263","7640","7640","1","1","0.107","7641","256",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-25-264-14.dzn","Chuffed","UNKNOWN","300.1824802644551","qcp_max","","","","","0.119815","","","","","maximize","","","","","","","330","","","0","","50","","0","","","101","","100"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-10-67-12.dzn","Chuffed","OPTIMAL_SOLUTION","0.34905025362968445","qcp_max","0.0","0.0","4016","2375","0.129178","1615430248","0.089","18","1614","maximize","2640","2539","2702","20","0.02","0.089","90","26","2375","0","531481","920","920","1","1","0.014","921","99",""
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-25-264-7.dzn","Chuffed","OPTIMAL_SOLUTION","166.49845403805375","qcp_max","0.0","0.0","143174","124863","0.618375","1615430148","165.209","50","18266","maximize","30008","29653","45002","50","0.42","164.951","329","58","124863","0","179583761","15050","15050","1","1","0.228","15051","353",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-15-120-10.dzn","Chuffed","OPTIMAL_SOLUTION","0.7719905041158199","qcp_max","0.0","0.0","5924","3905","0.108449","1615430427","0.556","30","1988","maximize","4428","4253","32","","0.02","0.555","159","37","3905","0","332488","30","","1","1","0.006","61","173","60"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-20-187-8.dzn","Chuffed","OPTIMAL_SOLUTION","5.90387986600399","qcp_max","0.0","0.0","24196","18047","0.350893","1615430168","5.21","40","6109","maximize","16358","16098","22802","40","0.19","5.18","239","50","18047","0","16223100","7640","7640","1","1","0.108","7641","258",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-25-264-3.dzn","Chuffed","UNKNOWN","300.1826641857624","qcp_max","","","","","0.112377","","","","","maximize","","","","","","","326","","","0","","50","","0","","","101","","100"
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-15-120-4.dzn","Chuffed","OPTIMAL_SOLUTION","0.3688618689775467","qcp_max","0.0","0.0","1384","1008","0.099561","1615430494","0.165","30","351","maximize","4460","4284","32","","0.02","0.165","160","29","1008","0","93852","30","","1","1","0.007","61","174","60"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-20-187-14.dzn","Chuffed","OPTIMAL_SOLUTION","56.62488653883338","qcp_max","0.0","0.0","78686","66587","0.354165","1615430175","55.882","40","12072","maximize","16358","16098","22802","40","0.19","55.749","239","41","66587","0","61908818","7640","7640","1","1","0.116","7641","258",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-15-120-3.dzn","Chuffed","OPTIMAL_SOLUTION","4.784159157425165","qcp_max","0.0","0.0","43732","38461","0.107246","1615430442","4.564","30","5240","maximize","4428","4253","32","","0.02","4.555","159","33","38461","0","2130351","30","","1","1","0.006","61","173","60"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-20-187-6.dzn","Chuffed","OPTIMAL_SOLUTION","15.897350288927555","qcp_max","0.0","0.0","30849","28584","0.342512","1615430277","15.21","40","2239","maximize","16274","16016","22802","40","0.19","15.153","237","34","28584","0","28775509","7640","7640","1","1","0.107","7641","256",""
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-10-67-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.25656699389219284","qcp_max","0.0","0.0","81","24","0.123069","1615430151","0.009","20","31","maximize","2684","2581","2702","20","0.02","0.009","92","25","24","0","8153","920","920","1","1","0.013","921","101",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-25-264-8.dzn","Chuffed","OPTIMAL_SOLUTION","62.298950370401144","qcp_max","0.0","0.0","97824","87116","0.118074","1615430506","62.028","50","10658","maximize","15216","14857","52","","0.04","61.937","333","61","87116","0","18024952","50","","1","1","0.019","101","357","100"
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-20-187-2.dzn","Chuffed","OPTIMAL_SOLUTION","1.6703246124088764","qcp_max","0.0","0.0","5572","4834","0.115173","1615430492","1.442","40","717","maximize","8632","8375","42","","0.02","1.44","236","28","4834","0","801347","40","","1","1","0.01","81","255","80"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-20-187-5.dzn","Chuffed","OPTIMAL_SOLUTION","32.757270622998476","qcp_max","0.0","0.0","76239","59143","0.389427","1615430244","31.967","40","17060","maximize","16274","16016","22802","40","0.19","31.858","237","47","59143","0","43579469","7640","7640","1","1","0.129","7641","256",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-10-67-2.dzn","Chuffed","OPTIMAL_SOLUTION","0.2260855808854103","qcp_max","0.0","0.0","26","4","0.113024","1615430409","0.008","20","3","maximize","1718","1618","22","","0.01","0.008","89","18","4","0","560","20","","1","1","0.003","41","98","40"
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-20-187-3.dzn","Chuffed","OPTIMAL_SOLUTION","15.993182178586721","qcp_max","0.0","0.0","42498","37472","0.108772","1615430497","15.762","40","4999","maximize","8716","8457","42","","0.02","15.737","238","35","37472","0","6035453","40","","1","1","0.011","81","257","80"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-20-187-11.dzn","Chuffed","UNKNOWN","300.33256109431386","qcp_max","","","","","0.354112","","","","","maximize","","","","40","","","235","","","0","","7640","7640","0","","","7641","",""
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-15-120-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.44675490632653236","qcp_max","0.0","0.0","590","362","0.20357","1615430250","0.04","30","205","maximize","7514","7341","9452","30","0.08","0.039","157","28","362","0","280686","3180","3180","1","1","0.047","3181","171",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-20-187-4.dzn","Chuffed","OPTIMAL_SOLUTION","6.320057816803455","qcp_max","0.0","0.0","17337","15632","0.111511","1615430429","6.089","40","1679","maximize","8674","8416","42","","0.02","6.079","237","29","15632","0","2835325","40","","1","1","0.012","81","256","80"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-15-120-9.dzn","Chuffed","OPTIMAL_SOLUTION","1.7772452719509602","qcp_max","0.0","0.0","16727","11964","0.204287","1615430144","1.369","30","4736","maximize","7578","7403","9452","30","0.08","1.36","159","33","11964","0","4756551","3180","3180","1","1","0.045","3181","173",""
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-10-67-0.dzn","Chuffed","OPTIMAL_SOLUTION","0.2728075087070465","qcp_max","0.0","0.0","26","3","0.128202","1615430167","0.009","20","0","maximize","2662","2560","2702","20","0.02","0.009","91","22","3","0","4757","920","920","1","1","0.013","921","100",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-10-67-1.dzn","Chuffed","OPTIMAL_SOLUTION","0.22130075097084045","qcp_max","0.0","0.0","62","19","0.108719","1615430372","0.009","20","17","maximize","1784","1681","22","","0.01","0.009","92","25","19","0","1243","20","","1","1","0.003","41","101","40"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-20-187-9.dzn","Chuffed","OPTIMAL_SOLUTION","1.3076084852218628","qcp_max","0.0","0.0","3460","2956","0.35686","1615430172","0.577","40","460","maximize","16358","16098","22802","40","0.19","0.572","239","46","2956","0","3375640","7640","7640","1","1","0.118","7641","258",""
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-10-67-8.dzn","Chuffed","OPTIMAL_SOLUTION","0.2174025997519493","qcp_max","0.0","0.0","27","8","0.105545","1615430493","0.008","20","1","maximize","1696","1597","22","","0.01","0.008","88","17","8","0","661","20","","1","1","0.003","41","97","40"
"qcp_max","data/qcp_max/qcp_max_imp.mzn","data/qcp_max/qcp-15-120-2.dzn","Chuffed","OPTIMAL_SOLUTION","0.7860399186611176","qcp_max","0.0","0.0","4780","4037","0.106992","1615430440","0.57","30","724","maximize","4300","4129","32","","0.02","0.569","155","28","4037","0","351085","30","","1","1","0.006","61","169","60"
"qcp_max","data/qcp_max/qcp_max_redef.mzn","data/qcp_max/qcp-25-264-11.dzn","Chuffed","UNKNOWN","300.4483979679644","qcp_max","","","","","0.613363","","","","","maximize","","","","50","","","329","","","0","","15050","15050","0","","","15051","",""
