"configuration","problem","model","data_file","status","time","peakDepth","flatTime","failures","nodes","flatIntConstraints","eliminatedLinearConstraints","flatBoolVars","paths","run","nSolutions","propagations","solveTime","evaluatedHalfReifiedConstraints","variables","flatBoolConstraints","error","objectiveBound","propagators","restarts","openNodes","method","initTime","solutions","objective","flatIntVars","eliminatedImplications","evaluatedReifiedConstraints"
"SCIP HR","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/14__6__6__3.dzn","OPTIMAL_SOLUTION","10.706189546734095","","0.766893","","25","7427","","96","0","mznc","1","","9.6404","173","","","","780","","","","minimize","","","780","3663","","416"
"CPLEX HR","is","data/mznc2020/is/model.mzn","data/mznc2020/is/Ws5Q6fhGi5.dzn","OPTIMAL_SOLUTION","8.208443339914083","","6.56002","","0","7975","435","1054","0","mznc","1","","1.0219","2877","","","","180224","","","","minimize","","","180224","18749","","3024"
"Gurobi","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1174.dzn","UNSATISFIABLE","3.5827419199049473","","2.49815","","0","5289","","48","0","mznc","0","","0.7513","","","","","1e+100","","","","satisfy","","","1e+308","7113","","1105"
"Gecode","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example789.dzn","UNKNOWN","1200.1180802881718","126","0.077064","13332590","26665272","1678","","715","0","mznc","0","6043822256","1199.9","","2105","190","","","1761","0","","satisfy","0.011694","0","","1387","","525"
"SCIP HR","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d30n600-5.dzn","OPTIMAL_SOLUTION","418.4196730479598","","17.2258","","3","100523","1795","1977","0","mznc","1","","398.2158","5523","","","","23","","","","minimize","","","23","33331","","6266"
"CPLEX HR","kidney-exchange","data/mznc2019/kidney-exchange/ccmcp.mzn","data/mznc2019/kidney-exchange/3_20_0.25_5.dzn","OPTIMAL_SOLUTION","12.954316917806864","","0.317638","","4258","1325","","380","0","mznc","1","","12.5276","","","","","1247","","","","maximize","","","1247","995","","800"
"Gurobi HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u12g2pref1.dzn","ERROR","","","330.558","","","573","","","0","mznc","","","","","","","24 POSTs [ 0,0,0,0,0,0,0,0,0,0, ], LINEQ [ 44,0,0,0,0,0,0,0,24, ], 24 / 68 vars, 24 cliques, 1 / 1 / 1 NSubIntv m/a/m, 0 / 0.916667 / 1 SubIntvSize m/a/m, 24+0(0) clq eq_encoded  ... Academic license - for non-commercial use only - expires 2021-04-18
  MIPGurobiWrapper runtime error:  Out of memory
Message from caller: Failed to declare variables.
Gurobi error code: 10001
TERMINATING.
  MIPGurobiWrapper runtime error:  Out of memory
Message from caller: Failed to declare variables.","","","","","maximize","","","","4173157","","48"
"CBC HR","sdn-chain","data/mznc2020/sdn-chain/model.mzn","data/mznc2020/sdn-chain/d10n780-2.dzn","UNKNOWN","1189.2179214656353","","5.23412","","2268","34396","3257","1557","0","mznc","0","","1182.5247","6795","","","","22","","","-1","minimize","","","1e+308","18295","","3405"
"Gecode","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_4_20-0.dzn","SATISFIED","1200.227625977248","32","0.462901","12454670","24909359","4893","","4100","0","mznc","2","16501461133","1199.51","","6913","4000","","","8893","0","","minimize","0.043942","2","16","2813","","4100"
"Gecode","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u7g2pref1.dzn","SATISFIED","1201.129177685827","","1.25122","","","96","","","0","mznc","","","","","","","","","","","","maximize","","","133","140","",""
"Gurobi","hrc","data/mznc2019/hrc/hrc.mzn","data/mznc2019/hrc/exp1-1-5110.dzn","OPTIMAL_SOLUTION","5.367404628545046","","0.939971","","153","3596","","61","0","mznc","1","","5.115","","","","","6","","","3","minimize","","","6","3811","","2028"
"Gurobi HR","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap1-5.dzn","OPTIMAL_SOLUTION","0.13752514496445656","","0.058663","","1","7","","","0","mznc","1","","0.1098","","","","","10618","","","","maximize","","","10618","45","",""
"Gecode HR","multi-knapsack","data/mznc2019/multi-knapsack/mknapsack_global.mzn","data/mznc2019/multi-knapsack/mknap2-40.dzn","UNKNOWN","1200.065220978111","62","0.051115","137908350","275816735","7","","","0","mznc","0","2355644323","1199.92","","96","","","","7","0","","maximize","0.000946","0","","96","",""
"Gurobi HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u15g5pref0.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc: internal error: out of memory
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","","","","","","",""
"CPLEX","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i6-9.dzn","OPTIMAL_SOLUTION","0.19709288328886032","","0.109048","","0","669","","","0","mznc","1","","0.0052","","","","","338","","","","minimize","","","338","638","",""
"CPLEX","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_2b.dzn","OPTIMAL_SOLUTION","1.3024190925061703","","1.1321","","0","1110","","","0","mznc","1","","0.0178","","","","","3077","","","","minimize","","","3077","3212","","1020"
"Gecode HR","fox-geese-corn","data/mznc2019/fox-geese-corn/foxgeesecorn.mzn","data/mznc2019/fox-geese-corn/foxgeesecorn_54.dzn","OPTIMAL_SOLUTION","26.49253423884511","22","0.043225","2298417","4597206","131","","77","0","mznc","181","427680639","26.3583","60","189","24","","","153","0","","maximize","0.001549","181","1962","82","12","23"
"SCIP","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/breast-cancer_train4.dzn","OPTIMAL_SOLUTION","517.9324446544051","","2.44283","","2419","16974","","","0","mznc","1","","514.5118","","","","","102","","","","minimize","","","102","11574","","3546"
"CBC","p1f-pjs","data/mznc2020/p1f-pjs/p1f-pjs.mzn","data/mznc2020/p1f-pjs/20.dzn","UNKNOWN","1201.2503873817623","","37.6129","","","188989","","64980","0","mznc","","","","","","","","","","","","minimize","","","","151429","","195662"
"SCIP","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/R046.dzn","UNKNOWN","1200.574566181749","","1.65006","","3636","12186","","","0","mznc","0","","1198.2105","","","","","-16.4892473118","","","3260","minimize","","","1e+20","10380","","2191"
"CBC HR","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j60_48_9_1.0.dzn","SATISFIED","1194.0760204605758","","4.65359","","2309","28219","","","0","mznc","1","","1188.1979","1854","","","","502","","","-1","minimize","","","1000","12170","","6726"
"SCIP","stochastic-vrp","data/mznc2019/stochastic-vrp/vrp-s2-v2-c8_vrp-v2-c8_det.mzn","","SATISFIED","1200.708630759269","","0.388981","","568613","2571","","288","0","mznc","1","","1199.4723","","","","","78","","","108501","minimize","","","176","903","","1080"
"Gecode HR","code-generator","data/mznc2019/code-generator/unison.mzn","data/mznc2019/code-generator/mips_mesa.shapes.auxWireBox.dzn","UNKNOWN","1201.228947147727","","16.9239","","","106086","","88903","0","mznc","","","","79221","","34182","","","","","","minimize","","","","15813","3031","14659"
"SCIP","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p1_15_20-1.dzn","UNKNOWN","1201.2543557472527","","28.2566","","","169231","","80","0","mznc","","","","","","","","","","","","minimize","","","","101271","","70280"
"SCIP HR","collaborative-construction","data/mznc2020/collaborative-construction/macc.mzn","data/mznc2020/collaborative-construction/37.dzn","SATISFIED","1201.2888840809464","","10.2018","","0","67724","","3460","0","mznc","","","1189.6145","3007","","","","5.16666666667","","","","minimize","","","9","27398","","11783"
"SCIP HR","steelmillslab","data/mznc2019/steelmillslab/steelmillslab.mzn","data/mznc2019/steelmillslab/bench_20_8.dzn","UNKNOWN","1200.9017227888107","","2.96192","","2728","7457","","110","0","mznc","0","","1196.8982","110","","","","0","","","2159","minimize","","","1e+20","20423","","12541"
"Gurobi HR","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1370.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","",""
"CPLEX","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example789.dzn","SATISFIED","135.04972909763455","","5.22257","","676","11355","","94","0","mznc","1","","129.1009","","","","","0","","","","satisfy","","","0","18148","","2266"
"CBC HR","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/australian_train5.dzn","UNKNOWN","1190.757115174085","","8.57446","","0","41051","1536","","0","mznc","0","","1180.1891","3083","","","","81.5667994379","","","-1","minimize","","","1e+308","38261","","4615"
"CPLEX","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d21.dzn","UNKNOWN","1201.2261689901352","","12.982","","","5755","","","0","mznc","","","","","","","","","","","","satisfy","","","","197752","","1600"
"CBC HR","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/UD9-gbac.dzn","UNKNOWN","1199.7264403253794","","4.78113","","2736","5839","","","0","mznc","0","","1193.7326","","","","","54.9803464096","","","-1","minimize","","","1e+308","59578","","2727"
"Gecode HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_2_8_1.dzn","UNKNOWN","1200.1028460897505","41","0.21341","17717949","35435915","1622","","1800","0","mznc","0","12605030190","1199.76","1500","1900","900","","","2474","0","","minimize","0.014255","0","","97","",""
"Gurobi","minimal-decision-sets","data/mznc2020/minimal-decision-sets/sparse_mds.mzn","data/mznc2020/minimal-decision-sets/breast-cancer_train4.dzn","OPTIMAL_SOLUTION","167.39060273766518","","2.45683","","1196","16974","","","0","mznc","1","","166.9304","","","","","102","","","90","minimize","","","102","11574","","3546"
"Gecode","p1f-pjs","data/mznc2020/p1f-pjs/p1f-pjs.mzn","data/mznc2020/p1f-pjs/20.dzn","UNKNOWN","1200.251325301826","142","0.500119","839624","1679333","3649","","","0","mznc","0","1764999920","1199.47","","7050","","","","3649","0","","minimize","0.048609","0","","7050","",""
"Gurobi HR","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_2_5.dzn","SATISFIED","1200.3064064383507","","1.15218","","131266","5474","1332","","0","mznc","1","","1199.985","3330","","","","491","","","23727","minimize","","","836","2773","",""
"CBC HR","ptv","data/mznc2019/ptv/pax_model.mzn","data/mznc2019/ptv/pax_period_20_1c.dzn","OPTIMAL_SOLUTION","61.264142863452435","","1.57623","","10637","3361","36","","0","mznc","1","","59.4278","103","","","","1521","","","-1","minimize","","","1521","5601","","3302"
"Gurobi","gbac","data/mznc2020/gbac/gbac.mzn","data/mznc2020/gbac/UD10-gbac.dzn","OPTIMAL_SOLUTION","325.92443549633026","","1.1694","","15336","1596","","","0","mznc","1","","325.7296","","","","","38","","","4746","minimize","","","38","13209","","1128"
"CBC","cable_tree_wiring","data/mznc2020/cable_tree_wiring/ctw.mzn","data/mznc2020/cable_tree_wiring/A031.dzn","OPTIMAL_SOLUTION","669.6736593171954","","0.39536","","21321","1672","","","0","mznc","1","","669.0388","","","","","24104","","","-1","minimize","","","24104","1340","","290"
"Gecode HR","radiation","data/mznc2020/radiation/radiation.mzn","data/mznc2020/radiation/i6-9.dzn","OPTIMAL_SOLUTION","0.1510591059923172","13","0.049122","63","127","369","","","0","mznc","1","4863","0.011387","","488","","","","89","0","","minimize","0.00304","1","338","488","",""
"Gurobi HR","is","data/mznc2020/is/model.mzn","data/mznc2020/is/LeTaZW8Ij5.dzn","OPTIMAL_SOLUTION","11.432197816669941","","8.75256","","1","10301","384","1528","0","mznc","1","","11.0047","3634","","","","248576","","","","minimize","","","248576","28406","","4230"
"Gurobi HR","whirlpool","data/mznc2020/whirlpool/whirlpool-x.mzn","data/mznc2020/whirlpool/d30.dzn","UNKNOWN","1201.346782501787","","60.8559","","","11995","","","0","mznc","","","","","","","","","","","","satisfy","","","","816829","","3364"
"SCIP HR","rotating-workforce","data/mznc2019/rotating-workforce/rotating-workforce.mzn","data/mznc2019/rotating-workforce/Example1370.dzn","UNSATISFIABLE","18.03058474883437","","5.5081","","1","9387","","117","0","mznc","0","","11.8053","224","","","","1e+20","","","","satisfy","","","1e+20","16387","","1078"
"Gecode HR","racp","data/mznc2020/racp/racp.mzn","data/mznc2020/racp/j60_9_9_1.25.dzn","UNKNOWN","1200.1400468610227","67","0.304045","5936331","11872681","2013","","1921","0","mznc","0","14353268055","1199.67","1921","1986","1390","","","3288","0","","minimize","0.017241","0","","65","",""
"CPLEX HR","tower_challenge","data/mznc2020/tower_challenge/tower.mzn","data/mznc2020/tower_challenge/tower_070_070_15_100-05.dzn","SATISFIED","1200.4941363856196","","2.07104","","29637","13997","","1600","0","mznc","1","","1197.7946","","","","","100","","","10069","maximize","","","61","5117","","6036"
"Gurobi HR","lot-sizing","data/mznc2019/lot-sizing/lot_sizing_cp.mzn","data/mznc2019/lot-sizing/pigment20c.psp.dzn","OPTIMAL_SOLUTION","18.711205668747425","","0.822686","","1435","2100","","380","0","mznc","1","","18.5949","361","","","","2182","","","","minimize","","","2182","9461","","1274"
"SCIP","bnn-planner","data/mznc2020/bnn-planner/sysadmin_4_2s.mzn","","OPTIMAL_SOLUTION","38.87525926530361","","0.99286","","2484","1067","","","0","mznc","1","","37.6151","","","","","0","","","","minimize","","","0","545","","536"
"Gurobi HR","groupsplitter","data/mznc2019/groupsplitter/group.mzn","data/mznc2019/groupsplitter/u9g1pref1.dzn","UNKNOWN","1201.7333286516368","","218.584","","","289","","","0","mznc","","","","","","","","","","","","maximize","","","","2616249","",""
"CPLEX HR","median-string","data/mznc2019/median-string/median_string_dp.mzn","data/mznc2019/median-string/p2_4_20-0.dzn","SATISFIED","1200.429018277675","","2.11472","","34706","11669","2000","100","0","mznc","1","","1197.7503","4000","","","","2.00000000771","","","10061","minimize","","","16","5225","","100"
"CPLEX HR","liner-sf-repositioning","data/mznc2019/liner-sf-repositioning/tp7_2.mzn","","UNKNOWN","1200.4930786825716","","2.1988","","18655","550","99","18","0","mznc","0","","1197.6589","117","","","","0","","","3415","minimize","","","1e+308","30416","","36"
"CBC HR","rcpsp-wet-diverse","data/mznc2019/rcpsp-wet-diverse/rcpsp-wet-diverse.mzn","data/mznc2019/rcpsp-wet-diverse/j60_19_6-wet-diverse-3.dzn","UNKNOWN","1201.3273371383548","","117.865","","","435565","","","0","mznc","","","","30","","","","","","","","maximize","","","","170810","","16544"
"Gurobi","skill-allocation","data/mznc2020/skill-allocation/skill_allocation_only.mzn","data/mznc2020/skill-allocation/skill_allocation_mzn_2m_3.dzn","OPTIMAL_SOLUTION","62.346344601362944","","13.5378","","102","81421","","","0","mznc","1","","60.4292","","","","","3","","","","minimize","","","3","75198","","47068"
"CBC","zephyrus","data/mznc2019/zephyrus/zephyrus.mzn","data/mznc2019/zephyrus/12__6__6__3.dzn","OPTIMAL_SOLUTION","25.8424174413085","","0.569382","","48","5312","","88","0","mznc","1","","25.0598","","","","","780","","","-1","minimize","","","780","2652","","533"
"Gecode","hoist-benchmark-for-minizinc","data/mznc2020/hoist-benchmark-for-minizinc/hoist-benchmark.mzn","data/mznc2020/hoist-benchmark-for-minizinc/PU_3_2_5.dzn","UNKNOWN","1200.1524318046868","40","0.345596","9428642","18857294","3512","","3996","0","mznc","0","23892373206","1199.63","","4144","1998","","","5341","0","","minimize","0.031767","0","","145","","3330"
"Gurobi","soccer-computational","data/mznc2020/soccer-computational/ecp.mzn","data/mznc2020/soccer-computational/xIGData_28_23_16_1.dzn","SATISFIED","21.62533263489604","","1.27756","","523","8304","","","0","mznc","1","","21.4558","","","","","0","","","386","satisfy","","","0","7052","","3132"
"Gurobi","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/hexagon_gcc.reload1.gen_reload.dzn","ERROR","","","","","","","","","","mznc","","","","","","","MiniZinc: internal error: out of memory
terminate called after throwing an instance of 'std::bad_alloc'
  what():  std::bad_alloc","","","","","","","","","","",""
"Gecode","code-generator","data/mznc2020/code-generator/unison.mzn","data/mznc2020/code-generator/mips_pgp.crypto.encryptfile.dzn","UNKNOWN","1201.4172084070742","","65.866699","","","226294","","194831","0","mznc","","","","","","78535","","","","","","minimize","","","","37703","","196643"
